"id";"amount";"created";"currency";"description";"fee";"net";"source";"status";"type"
"txn_1HCxiACmAIcalbBuQWDi1jfg";-199;"2020-08-06T01:16:02Z";"eur";"Curso - Pedido  39762";"-2,985";"-196,015";"po_1HCxiACmAIcalbBuiVTJq6gY";"available";"payout"
"txn_1HN76fCmAIcalbBugUTbdh1Q";-199;"2020-09-03T01:19:16Z";"eur";"Curso - Pedido  39828";"-2,985";"-196,015";"po_1HN76fCmAIcalbBu0PPPnsz2";"available";"payout"
"txn_1Hy5enCmAIcalbBuo91pcQcx";-199;"2020-12-14T01:15:21Z";"eur";"Curso - Pedido  39832";"-2,985";"-196,015";"po_1Hy5enCmAIcalbBuOrrfIs29";"available";"payout"
"txn_1JfaR1CmAIcalbBuzkNoaV59";-199;"2021-10-01T01:21:11Z";"eur";"Curso - Pedido  39835";"-2,985";"-196,015";"po_1JfaR1CmAIcalbBuUSvOT3eb";"available";"payout"
"txn_1Ifas0CmAIcalbBuf1ixCBN1";-129;"2021-04-13T01:16:48Z";"eur";"Curso - Pedido  39837";"-1,935";"-127,065";"po_1Ifas0CmAIcalbBuC28Qm9hV";"available";"payout"
"txn_1JfE9nCmAIcalbBuiz5xrihW";-199;"2021-09-30T01:33:54Z";"eur";"Curso - Pedido  39864";"-2,985";"-196,015";"po_1JfE9nCmAIcalbBu4VxHng6T";"available";"payout"
"txn_1JXyEtCmAIcalbBud0m84QCj";-199;"2021-09-10T01:09:11Z";"eur";"Curso - Pedido  39902";"-2,985";"-196,015";"po_1JXyEtCmAIcalbBuiWt98rmQ";"available";"payout"
"txn_1IWAZfCmAIcalbBuBY2M23la";-199;"2021-03-18T01:22:55Z";"eur";"Curso - Pedido  40019";"-2,985";"-196,015";"po_1IWAZfCmAIcalbBuw0sEPsrp";"available";"payout"
"txn_1JSXLXCmAIcalbBugyGyS0WS";-199;"2021-08-26T01:25:35Z";"eur";"Curso - Pedido  40037";"-2,985";"-196,015";"po_1JSXLXCmAIcalbBuqBtmKkQA";"available";"payout"
"txn_1Gt1H0CmAIcalbBubknSAMHl";-169;"2020-06-12T01:01:33Z";"eur";"Curso - Pedido  40038";"-2,535";"-166,465";"po_1Gt1GzCmAIcalbBuzaI17OLJ";"available";"payout"
"txn_1IFr2xCmAIcalbBu3wiz991r";-29;"2021-02-01T01:17:42Z";"eur";"Curso - Pedido  40040";"-0,435";"-28,565";"po_1IFr2xCmAIcalbBuleR6tWeq";"available";"payout"
"txn_1IaYGYCmAIcalbBuv2uNkpuT";-199;"2021-03-30T03:29:17Z";"eur";"Curso - Pedido  40055";"-2,985";"-196,015";"po_1IaYGYCmAIcalbBuKMbIzwRL";"available";"payout"
"txn_1H25ikCmAIcalbBuq6wBh7Df";-199;"2020-07-07T01:35:41Z";"eur";"Curso - Pedido  40094";"-2,985";"-196,015";"po_1H25ikCmAIcalbBueOAuvH0U";"available";"payout"
"txn_1IuSURCmAIcalbBuPJ3S1KOP";-249;"2021-05-24T01:21:55Z";"eur";"Curso - Pedido  40096";"-3,735";"-245,265";"po_1IuSURCmAIcalbBuZd0Hjt5L";"available";"payout"
"txn_1JTzDkCmAIcalbBu2uZX3kGG";-199;"2021-08-30T01:23:32Z";"eur";"Curso - Pedido  40101";"-2,985";"-196,015";"po_1JTzDkCmAIcalbBugiqYL9jj";"available";"payout"
"txn_1JSApbCmAIcalbBueLFzzxnT";-199;"2021-08-25T01:23:06Z";"eur";"Curso - Pedido  40249";"-2,985";"-196,015";"po_1JSApbCmAIcalbBu0yTsUqGP";"available";"payout"
"txn_1JI1YnCmAIcalbBuluHoLA6z";-29;"2021-07-28T01:27:49Z";"eur";"Curso - Pedido  40260";"-0,435";"-28,565";"po_1JI1YnCmAIcalbBuVrvSSsFK";"available";"payout"
"txn_1Ise62CmAIcalbBu5kTSsw2p";-129;"2021-05-19T01:21:14Z";"eur";"Curso - Pedido  40406";"-1,935";"-127,065";"po_1Ise62CmAIcalbBuBx1CMqjp";"available";"payout"
"txn_1HTdkaCmAIcalbButfaAu681";-149;"2020-09-21T01:23:28Z";"eur";"Curso - Pedido  40412";"-2,235";"-146,765";"po_1HTdkaCmAIcalbBustRo6Id8";"available";"payout"
"txn_1HDJyWCmAIcalbBuQWKDJRdS";-199;"2020-08-07T01:02:24Z";"eur";"Curso - Pedido  40422";"-2,985";"-196,015";"po_1HDJyWCmAIcalbBuGAhFwMHL";"available";"payout"
"txn_1GzBdbCmAIcalbBuJXeDRxKS";-149;"2020-06-29T01:18:23Z";"eur";"Curso - Pedido  40440";"-2,235";"-146,765";"po_1GzBdbCmAIcalbBu1Ww4jy17";"available";"payout"
"txn_1GhQDqCmAIcalbBut7mAQZTz";-149;"2020-05-11T01:14:21Z";"eur";"Curso - Pedido  40444";"-2,235";"-146,765";"po_1GhQDqCmAIcalbBulhrKgOOa";"available";"payout"
"txn_1Ja9LUCmAIcalbBuXC8sTRpq";-29;"2021-09-16T01:25:00Z";"eur";"Curso - Pedido  40469";"-0,435";"-28,565";"po_1Ja9LUCmAIcalbBuZ1gF4RdP";"available";"payout"
"txn_1IqTEHCmAIcalbBumzdORaqP";-249;"2021-05-13T01:20:45Z";"eur";"Curso - Pedido  40478";"-3,735";"-245,265";"po_1IqTEHCmAIcalbBu7xhDZUjZ";"available";"payout"
"txn_1JpNu9CmAIcalbBukYsGi6ER";-249;"2021-10-28T01:59:45Z";"eur";"Curso - Pedido  40560";"-3,735";"-245,265";"po_1JpNu9CmAIcalbBuXSZtnlE4";"available";"payout"
"txn_3JVtVKCmAIcalbBu03vefAwf";-199;"2021-09-06T20:50:54Z";"eur";"Curso - Pedido  40567";"-2,985";"-196,015";"re_3JVtVKCmAIcalbBu0eyPQgpn";"available";"refund"
"txn_1GuTNhCmAIcalbBuMwsFmg52";-229;"2020-06-16T01:14:29Z";"eur";"Curso - Pedido  40620";"-3,435";"-225,565";"po_1GuTNhCmAIcalbBu7RhLqgDI";"available";"payout"
"txn_1IE2nlCmAIcalbBuYarlXAPW";-249;"2021-01-27T01:26:33Z";"eur";"Curso - Pedido  40728";"-3,735";"-245,265";"po_1IE2nlCmAIcalbBuIIGSvYls";"available";"payout"
"txn_1IYhqtCmAIcalbBuVYDdeKRx";-199;"2021-03-25T01:19:11Z";"eur";"Curso - Pedido  40762";"-2,985";"-196,015";"po_1IYhqtCmAIcalbBu24iiq5zS";"available";"payout"
"txn_1IEPLMCmAIcalbButefqeyJq";-249;"2021-01-28T01:30:44Z";"eur";"Curso - Pedido  40784";"-3,735";"-245,265";"po_1IEPLMCmAIcalbBuaRAcqT7P";"available";"payout"
"txn_1H0H9mCmAIcalbBukFfk0MNl";-299;"2020-07-02T01:24:06Z";"eur";"Curso - Pedido  40795";"-4,485";"-294,515";"po_1H0H9mCmAIcalbBuz85ZqRh7";"available";"payout"
"txn_1I6n0kCmAIcalbBucfYQJfGw";-199;"2021-01-07T01:09:58Z";"eur";"Curso - Pedido  40841";"-2,985";"-196,015";"po_1I6n0kCmAIcalbBuxEI2aoNj";"available";"payout"
"txn_1GLJDDCmAIcalbBuB7fupgcp";-29;"2020-03-11T01:18:19Z";"eur";"Curso - Pedido  40844";"-0,435";"-28,565";"po_1GLJDDCmAIcalbBuOEkXlFt6";"available";"payout"
"txn_1HA41oCmAIcalbBumT5cOoM0";-149;"2020-07-29T01:24:20Z";"eur";"Curso - Pedido  40845";"-2,235";"-146,765";"po_1HA41oCmAIcalbBut9Eoffqd";"available";"payout"
"txn_1HlP00CmAIcalbBulSpBFKLz";-249;"2020-11-09T01:16:48Z";"eur";"Curso - Pedido  40858";"-3,735";"-245,265";"po_1HlP00CmAIcalbBuDNvgyDEh";"available";"payout"
"txn_1JUiBpCmAIcalbBueblSqtRg";-199;"2021-09-01T01:24:33Z";"eur";"Curso - Pedido  40876";"-2,985";"-196,015";"po_1JUiBpCmAIcalbBuC1ogi2Nz";"available";"payout"
"txn_1IwzvuCmAIcalbBuZVrqr3yP";-249;"2021-05-31T01:28:46Z";"eur";"Curso - Pedido  40885";"-3,735";"-245,265";"po_1IwzvuCmAIcalbBuDrSTTmzW";"available";"payout"
"txn_1IkfeJCmAIcalbBuGsQCLgnk";-199;"2021-04-27T01:23:39Z";"eur";"Curso - Pedido  40952";"-2,985";"-196,015";"po_1IkfeJCmAIcalbBuWRLxFxRq";"available";"payout"
"txn_1H7t4hCmAIcalbBuoEhM8T82";-199;"2020-07-23T01:18:19Z";"eur";"Curso - Pedido  40984";"-2,985";"-196,015";"po_1H7t4hCmAIcalbBuzcOX4723";"available";"payout"
"txn_1IOC0ICmAIcalbBuBjN7tJlE";-199;"2021-02-24T01:17:26Z";"eur";"Curso - Pedido  41007";"-2,985";"-196,015";"po_1IOC0ICmAIcalbBuF1bBrB0g";"available";"payout"
"txn_1JCaKUCmAIcalbBuX7SLgmaa";-199;"2021-07-13T01:22:34Z";"eur";"Curso - Pedido  41301";"-2,985";"-196,015";"po_1JCaKUCmAIcalbBudqqOR5pe";"available";"payout"
"txn_1JhlbOCmAIcalbBurJ0mVrpU";-199;"2021-10-07T01:40:53Z";"eur";"Curso - Pedido  41302";"-2,985";"-196,015";"po_1JhlbNCmAIcalbBustF341e3";"available";"payout"
"txn_1GvCT4CmAIcalbBuutIC4AlI";-249;"2020-06-18T01:23:02Z";"eur";"Curso - Pedido  41306";"-3,735";"-245,265";"po_1GvCT4CmAIcalbBuRxFCpml1";"available";"payout"
"txn_1J5owJCmAIcalbBufwFvY3BL";-199;"2021-06-24T09:33:38Z";"eur";"Curso - Pedido  41307";"-2,985";"-196,015";"re_1J5owICmAIcalbBuD8QBVat6";"available";"refund"
"txn_1JPGyRCmAIcalbBujSjZvAvq";-199;"2021-08-17T01:20:15Z";"eur";"Curso - Pedido  41321";"-2,985";"-196,015";"po_1JPGyRCmAIcalbBu505rsnzW";"available";"payout"
"txn_1HekIlCmAIcalbBuw4kSeZQm";-199;"2020-10-21T16:36:39Z";"eur";"Curso - Pedido  41329";"-2,985";"-196,015";"re_1HekIlCmAIcalbBunQcD5io1";"available";"refund"
"txn_1JjZl6CmAIcalbBulDIPwcsh";-169;"2021-10-12T01:26:24Z";"eur";"Curso - Pedido  41335";"-2,535";"-166,465";"po_1JjZl6CmAIcalbBueBksyaNM";"available";"payout"
"txn_1HnND7CmAIcalbBuYGjblNas";-199;"2020-11-14T11:46:29Z";"eur";"Curso - Pedido  41346";"-2,985";"-196,015";"re_1HnND7CmAIcalbBurEMdNeWY";"available";"refund"
"txn_1I1iM1CmAIcalbBup8cgKbfU";-199;"2020-12-24T01:10:57Z";"eur";"Curso - Pedido  41357";"-2,985";"-196,015";"po_1I1iM1CmAIcalbBuP2s387lC";"available";"payout"
"txn_1J5owDCmAIcalbBuOjYUGMl3";-199;"2021-06-24T09:33:33Z";"eur";"Curso - Pedido  41359";"-2,388";"-196,612";"re_1J5owDCmAIcalbBuBAdhkCmR";"available";"refund"
"txn_1JB8EMCmAIcalbBux8WJmPjv";-149;"2021-07-09T01:10:14Z";"eur";"Curso - Pedido  41379";"-2,235";"-146,765";"po_1JB8EMCmAIcalbBupWlNPexA";"available";"payout"
"txn_1JnCckCmAIcalbBuHKML4EwA";-199;"2021-10-22T01:32:46Z";"eur";"Curso - Pedido  41391";"-2,985";"-196,015";"po_1JnCckCmAIcalbBuZ7ZC7vlI";"available";"payout"
"txn_1J7Vh3CmAIcalbBu7qp05u63";-199;"2021-06-29T01:24:53Z";"eur";"Curso - Pedido  41420";"-2,985";"-196,015";"po_1J7Vh3CmAIcalbBu3bn496aE";"available";"payout"
"txn_1GgKeTCmAIcalbBuZXrUxAXt";-199;"2020-05-08T01:05:21Z";"eur";"Curso - Pedido  41432";"-2,985";"-196,015";"po_1GgKeTCmAIcalbBuPzgCI3aF";"available";"payout"
"txn_1IHItYCmAIcalbBuoM3QPWo5";-199;"2021-02-05T01:14:00Z";"eur";"Curso - Pedido  41439";"-2,985";"-196,015";"po_1IHItYCmAIcalbBuU7Sz6rso";"available";"payout"
"txn_1HXcjuCmAIcalbBuRnjYr0Ve";-149;"2020-10-02T01:07:13Z";"eur";"Curso - Pedido  41444";"-2,235";"-146,765";"po_1HXcjtCmAIcalbBuJpBecsWo";"available";"payout"
"txn_1I3WuFCmAIcalbBu4n3JVGA9";-199;"2020-12-29T01:21:47Z";"eur";"Curso - Pedido  41448";"-2,985";"-196,015";"po_1I3WuFCmAIcalbBupC9L0nqI";"available";"payout"
"txn_1IhllaCmAIcalbBu8XKkZ4rQ";-129;"2021-04-19T01:19:10Z";"eur";"Curso - Pedido  41450";"-1,935";"-127,065";"po_1IhllaCmAIcalbBu5VDnUX8q";"available";"payout"
"txn_1HuSqCCmAIcalbBuFfQpBSuB";-199;"2020-12-04T01:12:08Z";"eur";"Curso - Pedido  41451";"-2,985";"-196,015";"po_1HuSqCCmAIcalbBu3yVy9OBp";"available";"payout"
"txn_1HUjE9CmAIcalbBujVs1R4E9";-149;"2020-09-24T01:26:29Z";"eur";"Curso - Pedido  41456";"-2,235";"-146,765";"po_1HUjE9CmAIcalbBuBdovaIJ7";"available";"payout"
"txn_1GxjjoCmAIcalbBuh9D57pYg";-199;"2020-06-25T01:18:48Z";"eur";"Curso - Pedido  41460";"-2,985";"-196,015";"po_1GxjjoCmAIcalbBuBYWKAj2h";"available";"payout"
"txn_1JNSfTCmAIcalbBuzkMw7xCP";-249;"2021-08-12T01:25:11Z";"eur";"Curso - Pedido  41464";"-3,735";"-245,265";"po_1JNSfTCmAIcalbBuPkdC1X1k";"available";"payout"
"txn_1JMjlcCmAIcalbBuL7ombCKF";-199;"2021-08-10T01:28:32Z";"eur";"Curso - Pedido  41465";"-2,985";"-196,015";"po_1JMjlcCmAIcalbBuVT7cT35a";"available";"payout"
"txn_1JerUsCmAIcalbBuD7DTADCu";-199;"2021-09-29T01:22:10Z";"eur";"Curso - Pedido  41467";"-2,985";"-196,015";"po_1JerUsCmAIcalbBudRA6TOO6";"available";"payout"
"txn_1JDfeCCmAIcalbBuLUSbcr46";-299;"2021-07-16T01:15:23Z";"eur";"Curso - Pedido  41476";"-4,485";"-294,515";"po_1JDfeCCmAIcalbBunx1EtVpK";"available";"payout"
"txn_1J5hKYCmAIcalbBuTLOiGHsJ";-199;"2021-06-24T01:26:10Z";"eur";"Curso - Pedido  41490";"-2,985";"-196,015";"po_1J5hKYCmAIcalbBugnRfWgM5";"available";"payout"
"txn_1H2RuoCmAIcalbBuB3e0ZEeb";-199;"2020-07-08T01:17:38Z";"eur";"Curso - Pedido  41491";"-2,985";"-196,015";"po_1H2RuoCmAIcalbBuwX5ugFba";"available";"payout"
"txn_1GweNdCmAIcalbBukR7YviRT";-199;"2020-06-22T01:23:25Z";"eur";"Curso - Pedido  41492";"-2,985";"-196,015";"po_1GweNdCmAIcalbBuzG5yP9VV";"available";"payout"
"txn_1GsIaGCmAIcalbBuGOajIKAF";-199;"2020-06-10T01:18:28Z";"eur";"Curso - Pedido  41493";"-2,985";"-196,015";"po_1GsIaGCmAIcalbBuQ8zKaz4v";"available";"payout"
"txn_1It0a7CmAIcalbBuV0Am3vvt";-199;"2021-05-20T01:21:47Z";"eur";"Curso - Pedido  41499";"-2,985";"-196,015";"po_1It0a7CmAIcalbBujck1KzSB";"available";"payout"
"txn_1GfySMCmAIcalbBunoGg1sQT";-199;"2020-05-07T01:23:22Z";"eur";"Curso pedido 41500";"-2,985";"-196,015";"po_1GfySMCmAIcalbBurp78icjL";"available";"payout"
"txn_1IdmKrCmAIcalbBuoa6ym6wg";-199;"2021-04-08T01:07:04Z";"eur";"Curso pedido 41508";"-2,985";"-196,015";"po_1IdmKrCmAIcalbBucOnQT4xp";"available";"payout"
"txn_1Jp1RqCmAIcalbBuPt4hs1D9";-149;"2021-10-27T02:01:02Z";"eur";"Curso - Pedido  41531";"-2,235";"-146,765";"po_1Jp1RqCmAIcalbBug9Pm2L4C";"available";"payout"
"txn_1HzXVqCmAIcalbBuQixCS6pb";-199;"2020-12-18T01:12:06Z";"eur";"Curso pedido 41534";"-2,985";"-196,015";"po_1HzXVqCmAIcalbBuMWGuK6gr";"available";"payout"
"txn_1JLHeLCmAIcalbBukT6g623v";-199;"2021-08-06T01:15:01Z";"eur";"Curso pedido 41576";"-2,985";"-196,015";"po_1JLHeLCmAIcalbBuCvRfypxz";"available";"payout"
"txn_1GcjZNCmAIcalbBufHTGWBOE";-199;"2020-04-28T02:53:13Z";"eur";"Curso pedido 41577";"-2,985";"-196,015";"po_1GcjZNCmAIcalbBuDUT0434O";"available";"payout"
"txn_1IYHCvCmAIcalbBucuVGaLlT";-199;"2021-03-23T20:52:09Z";"eur";"Curso pedido 41584";"-2,985";"-196,015";"re_1IYHCvCmAIcalbBuAbXWN5DW";"available";"refund"
"txn_1JruqzCmAIcalbBuM6OcNBBX";-199;"2021-11-04T01:34:57Z";"eur";"Curso pedido 41585";"-2,985";"-196,015";"po_1JruqzCmAIcalbBuoDgDMA5X";"available";"payout"
"txn_1GfFSVCmAIcalbBu3y5zjHkH";-199;"2020-05-05T01:20:30Z";"eur";"Curso pedido 41600";"-2,985";"-196,015";"po_1GfFSVCmAIcalbBuje4FqzYn";"available";"payout"
"txn_1J79APCmAIcalbBunz0GN1zn";-199;"2021-06-28T01:21:41Z";"eur";"Curso pedido 41610";"-2,985";"-196,015";"po_1J79APCmAIcalbBuqAaofHOa";"available";"payout"
"txn_1HfRwHCmAIcalbBu9qcWoop7";-199;"2020-10-23T15:12:21Z";"eur";"Curso pedido 41657";"-2,985";"-196,015";"re_1HfRwHCmAIcalbBupPJZlICN";"available";"refund"
"txn_1HaA9OCmAIcalbBuUaDglHEC";-249;"2020-10-09T01:12:02Z";"eur";"Curso pedido 41760";"-3,735";"-245,265";"po_1HaA9OCmAIcalbBuEaCiVvlc";"available";"payout"
"txn_1HR6LOCmAIcalbBu7Fp5oNEg";-299;"2020-09-14T01:18:58Z";"eur";"Curso pedido 41761";"-4,485";"-294,515";"po_1HR6LOCmAIcalbButFAROMzd";"available";"payout"
"txn_1H7WZOCmAIcalbBu8QsMZ4qW";-199;"2020-07-22T01:16:30Z";"eur";"Curso pedido 41775";"-2,985";"-196,015";"po_1H7WZOCmAIcalbBuk2GDoj8j";"available";"payout"
"txn_1GzuZzCmAIcalbBugDyKCO3h";-199;"2020-07-01T01:17:38Z";"eur";"Curso pedido 41776";"-2,985";"-196,015";"po_1GzuZzCmAIcalbBugYcqXCke";"available";"payout"
"txn_1GVoprCmAIcalbBuzsAZ6Y0f";-199;"2020-04-09T01:05:39Z";"eur";"Curso pedido 41777";"-2,985";"-196,015";"po_1GVoprCmAIcalbBuzMt9DTA6";"available";"payout"
"txn_1HyS8mCmAIcalbBuxO0iPjHK";-199;"2020-12-15T01:15:48Z";"eur";"Curso pedido 41862";"-2,985";"-196,015";"po_1HyS8mCmAIcalbBuDgTq95gm";"available";"payout"
"txn_1JPzzkCmAIcalbBu9UqkuF11";-29;"2021-08-19T01:24:36Z";"eur";"Curso pedido 41863";"-0,435";"-28,565";"po_1JPzzkCmAIcalbBuIL2fgUZH";"available";"payout"
"txn_1HBsKeCmAIcalbBugfC1XRR2";-199;"2020-08-03T01:19:16Z";"eur";"Curso pedido 41870";"-2,985";"-196,015";"po_1HBsKeCmAIcalbBuVGyTceSm";"available";"payout"
"txn_1Iy5GMCmAIcalbBuN4CjOOHW";-169;"2021-06-03T01:22:22Z";"eur";"Curso pedido 41876";"-2,535";"-166,465";"po_1Iy5GMCmAIcalbBuzbzoZY8Z";"available";"payout"
"txn_1JMNEcCmAIcalbBuKZtmpTg2";-29;"2021-08-09T01:24:58Z";"eur";"Curso pedido 41878";"-0,435";"-28,565";"po_1JMNEcCmAIcalbBu04k8qQ4h";"available";"payout"
"txn_1HQ0nOCmAIcalbBuJm0L2IDv";-199;"2020-09-11T01:11:22Z";"eur";"Curso pedido 41924";"-2,985";"-196,015";"po_1HQ0nOCmAIcalbBuoqjjgBrA";"available";"payout"
"txn_1H5i5bCmAIcalbBujcD0q1Da";-249;"2020-07-17T01:10:15Z";"eur";"Curso pedido 41942";"-3,735";"-245,265";"po_1H5i5bCmAIcalbBukoxNnnx4";"available";"payout"
"txn_1I9gqBCmAIcalbBunVrYnMYB";-249;"2021-01-15T01:11:03Z";"eur";"Curso pedido 42002";"-3,735";"-245,265";"po_1I9gqBCmAIcalbBuJa2Wg6o5";"available";"payout"
"txn_1HekIBCmAIcalbBus7NYS6AB";-249;"2020-10-21T16:36:03Z";"eur";"Curso pedido 42017";"-3,735";"-245,265";"re_1HekIBCmAIcalbBuduK6K7Ys";"available";"refund"
"txn_1H7A41CmAIcalbBuuSzGdaXS";-199;"2020-07-21T01:14:37Z";"eur";"Curso pedido 42024";"-2,985";"-196,015";"po_1H7A41CmAIcalbBuWVaAAeRU";"available";"payout"
"txn_1I4FmRCmAIcalbBuN8S3Z2sm";-299;"2020-12-31T01:16:43Z";"eur";"Curso pedido 42026";"-4,485";"-294,515";"po_1I4FmRCmAIcalbBu4IxFcMad";"available";"payout"
"txn_1HEPc5CmAIcalbBuJEBCXiYS";-249;"2020-08-10T01:15:45Z";"eur";"Curso pedido 42055";"-3,735";"-245,265";"po_1HEPc5CmAIcalbBudLdrpnrd";"available";"payout"
"txn_1HgiKBCmAIcalbBundQ2bp34";-199;"2020-10-27T02:54:15Z";"eur";"Curso pedido 42058";"-2,985";"-196,015";"po_1HgiKBCmAIcalbBuIkb1X7Vf";"available";"payout"
"txn_1JV4eUCmAIcalbBuBI9UyCR2";-199;"2021-09-02T01:23:38Z";"eur";"Curso pedido 42086";"-2,985";"-196,015";"po_1JV4eUCmAIcalbBuaRTevzHh";"available";"payout"
"txn_1J3A40CmAIcalbBubtx6xPhg";-199;"2021-06-17T01:30:36Z";"eur";"Curso pedido 42135";"-2,985";"-196,015";"po_1J3A40CmAIcalbButvJfCw6H";"available";"payout"
"txn_1JINy3CmAIcalbBuPe5EApXl";-179;"2021-07-29T01:23:23Z";"eur";"Curso pedido 42141";"-2,685";"-176,315";"po_1JINy3CmAIcalbBuGqo8blIW";"available";"payout"
"txn_1JoI8ACmAIcalbBuuwrjWIEs";-229;"2021-10-25T01:37:42Z";"eur";"Curso pedido 42142";"-3,435";"-225,565";"po_1JoI8ACmAIcalbBuvb9q5uxB";"available";"payout"
"txn_1I0zY5CmAIcalbBuxfBDz37h";-229;"2020-12-22T01:20:25Z";"eur";"Curso pedido 42147";"-3,435";"-225,565";"po_1I0zY5CmAIcalbBuKaL3X644";"available";"payout"
"txn_1IBro8CmAIcalbBuLpKrvSK6";-179;"2021-01-21T01:17:56Z";"eur";"Curso pedido 42148";"-2,685";"-176,315";"po_1IBro8CmAIcalbBuVhTmacGL";"available";"payout"
"txn_1IfEPzCmAIcalbBu0SO3maSi";-29;"2021-04-12T01:18:23Z";"eur";"Curso pedido 42215";"-0,435";"-28,565";"po_1IfEPzCmAIcalbBulH7lhpOF";"available";"payout"
"txn_1Hu6NHCmAIcalbBuAZdciFgq";-29;"2020-12-03T01:12:46Z";"eur";"Curso pedido 42232";"-0,435";"-28,565";"po_1Hu6NGCmAIcalbBuaXLoBAuX";"available";"payout"
"txn_1HWXc8CmAIcalbBuJReoBI19";-199;"2020-09-29T01:26:44Z";"eur";"Curso pedido 42251";"-2,985";"-196,015";"po_1HWXc8CmAIcalbBuC3VrAo5v";"available";"payout"
"txn_1IM1ACCmAIcalbBuUCd0O6Su";-29;"2021-02-18T01:18:40Z";"eur";"Curso pedido 42291";"-0,435";"-28,565";"po_1IM1ACCmAIcalbBuYMuQftRU";"available";"payout"
"txn_1HKDEKCmAIcalbBuvv1fNcrr";-199;"2020-08-26T01:15:12Z";"eur";"Curso pedido 42294";"-2,985";"-196,015";"po_1HKDEKCmAIcalbBuqiNhRzrw";"available";"payout"
"txn_1HmUQrCmAIcalbBuOo4NklCF";-199;"2020-11-12T01:17:01Z";"eur";"Curso pedido 42295";"-2,985";"-196,015";"po_1HmUQrCmAIcalbBuN5zCFkzi";"available";"payout"
"txn_1HXGStCmAIcalbBuniy59kV2";-199;"2020-10-01T01:20:11Z";"eur";"Curso pedido 42304";"-2,985";"-196,015";"po_1HXGStCmAIcalbBuveNPuO9D";"available";"payout"
"txn_1HFrJcCmAIcalbBuU2vlWSvR";-29;"2020-08-14T01:02:40Z";"eur";"Curso pedido 42306";"-0,435";"-28,565";"po_1HFrJcCmAIcalbBuTBbQlYs8";"available";"payout"
"txn_1JaVkQCmAIcalbBuloJ5kjoG";-249;"2021-09-17T01:20:14Z";"eur";"Curso pedido 42307";"-3,735";"-245,265";"po_1JaVkQCmAIcalbBu0MQgXzWj";"available";"payout"
"txn_1JAlwUCmAIcalbBu6f1WGcV4";-149;"2021-07-08T01:22:18Z";"eur";"Curso pedido 42308";"-2,235";"-146,765";"po_1JAlwUCmAIcalbBuXDCVawkh";"available";"payout"
"txn_1HzBB7CmAIcalbBu2uomgkXG";-29;"2020-12-17T01:21:13Z";"eur";"Curso pedido 42353";"-0,435";"-28,565";"po_1HzBB7CmAIcalbBuPdCnpdoO";"available";"payout"
"txn_1JIkIACmAIcalbBuTIZ1zdvU";-29;"2021-07-30T01:13:38Z";"eur";"Curso pedido 42480";"-0,435";"-28,565";"po_1JIkIACmAIcalbBu2VeN08ay";"available";"payout"
"txn_3JRSdQCmAIcalbBu0iEtcmP9";-199;"2021-09-13T13:37:13Z";"eur";"Curso pedido 42498";"-2,985";"-196,015";"re_3JRSdQCmAIcalbBu01B0fo9T";"available";"refund"
"txn_1HvuqhCmAIcalbBup6Oh1apl";-29;"2020-12-08T01:18:38Z";"eur";"Curso pedido 42514";"-0,435";"-28,565";"po_1HvuqhCmAIcalbBupIEkmOqm";"available";"payout"
"txn_1JWWfnCmAIcalbBu9xROLkRL";-29;"2021-09-06T01:30:59Z";"eur";"Curso pedido 42519";"-0,435";"-28,565";"po_1JWWfnCmAIcalbBuv4yXVJqh";"available";"payout"
"txn_1JZ3tqCmAIcalbBuKx9b3CYi";-29;"2021-09-13T01:23:58Z";"eur";"Curso pedido 42573";"-0,435";"-28,565";"po_1JZ3tqCmAIcalbBuG42EMEUQ";"available";"payout"
"txn_1IYLPlCmAIcalbBuf3IWHgO1";-29;"2021-03-24T01:21:41Z";"eur";"Curso pedido 42579";"-0,435";"-28,565";"po_1IYLPlCmAIcalbBujK9kGMDY";"available";"payout"
"txn_1HbydNCmAIcalbBuC7m0kR1R";-29;"2020-10-14T01:18:28Z";"eur";"Curso pedido 42582";"-0,58";"-28,42";"po_1HbydNCmAIcalbBu8NCcuhlJ";"available";"payout"
"txn_1JQMP0CmAIcalbBu2mUXEEq1";-29;"2021-08-20T01:20:10Z";"eur";"Webinar pedido 42601";"-0,58";"-28,42";"po_1JQMP0CmAIcalbBuxnpNXMAK";"available";"payout"
"txn_1Gsf80CmAIcalbBuWPjdoSUL";-29;"2020-06-11T01:22:48Z";"eur";"Webinar pedido 42623";"-0,58";"-28,42";"po_1Gsf80CmAIcalbBumH38BsTw";"available";"payout"
"txn_1ITdEMCmAIcalbBuhDIn7VfF";-29;"2021-03-11T01:22:26Z";"eur";"Webinar pedido 42709";"-0,58";"-28,42";"po_1ITdEMCmAIcalbBuIJOfLL1T";"available";"payout"
"txn_1HYiFvCmAIcalbBumMG7CIKF";-29;"2020-10-05T01:12:47Z";"eur";"Webinar pedido 42710";"-0,58";"-28,42";"po_1HYiFvCmAIcalbBuGvSMr6Z0";"available";"payout"
"txn_1IWWqlCmAIcalbBuQJjrWW1j";-29;"2021-03-19T01:10:03Z";"eur";"Webinar pedido 42711";"-0,58";"-28,42";"po_1IWWqlCmAIcalbBuWF1n60QZ";"available";"payout"
