"numero_de_pedido";"estado_de_pedido";"fecha_de_pedido";"id cliente";"titulo_metodo_de_pago";"importe_de_descuento_del_carrito";"importe_subtotal_carrito";"importe_envio_pedido";"importe_reembolsado_pedido";"importe_total_pedido";"importe_total_de_impuestos_del_pedido";"sku";"articulo_numero";"nombre_del_articulo";"cantidad";"coste_articulo";"cupon_articulo";"importe_descuento";"importe_impuestos_descuento"
38009;"Completado";"2021-06-17 22:01";4051;"Pago con tarjeta";0.0;249.0;0;0;249;0.0;"002-1-2-1-1-1-1-1";1;"Aprende Python desde cero";1;249.0;"";"";""
38010;"Completado";"2021-06-18 12:42";2138;"Pago con tarjeta";0.0;299.0;0;0;299;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
38014;"Completado";"2021-06-18 22:13";1843;"Tarjeta de credito (Stripe)";0.0;179.0;0;0;179;0.0;"";1;"Mysql: Introduccion a las bases de datos";1;179.0;"";"";""
38015;"Completado";"2021-06-18 22:35";1847;"Tarjeta de credito (Stripe)";0.0;179.0;0;0;179;0.0;"";1;"Mysql: Introduccion a las bases de datos";1;179.0;"";"";""
38016;"Completado";"2021-06-19 22:53";1822;"Stripe";0.0;299.0;0;0;299;0.0;"6";1;"Conviertete en Analista de datos de cero a 100";1;299.0;"";"";""
38030;"Completado";"2021-06-20 5:17";373;"Tarjeta de credito (Stripe)";0.0;249.0;0;0;249;0.0;"002-1-2-1-1-1-1-1";1;"Aprende Python desde cero";1;249.0;"";"";""
38037;"Completado";"2021-06-21 9:40";1864;"Pago con tarjeta";0.0;199.0;0;0;199;0.0;"2002-2-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
38039;"Completado";"2021-06-22 6:08";13;"Pago con tarjeta";0.0;349.0;0;0;349;0.0;"2002-2-3";1;"MYSQL: Administracion de bases de datos";1;149.0;"";"";""
38041;"Completado";"2021-06-22 15:38";4261;"Pago con tarjeta";0.0;249.0;0;0;249;0.0;"002-1-2-1-1-1-1-1-2";1;"Aprende Python desde cero";1;249.0;"";"";""
38042;"Completado";"2021-06-23 9:46";740;"Pago con tarjeta";0.0;199.0;0;0;199;0.0;"2002-2-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
38046;"Procesando";"2021-06-24 12:11";1800;"Visa ending in 0908";0.0;299.0;0;0;299;1.73;"";1;"Conviertete en Analista de datos de cero a 100";1;299.0;"";"";""
38048;"Completado";"2021-06-24 12:27";4412;"Pago con tarjeta";0.0;249.0;0;0;249;0.0;"002-1-2-1-1-1-1-1-2";1;"Aprende Python desde cero";1;249.0;"";"";""
38050;"Completado";"2021-06-26 13:50";2193;"Pago con tarjeta";0.0;299.0;0;0;299;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
38051;"Completado";"2021-06-27 11:30";1571;"Stripe";0.0;249.0;0;0;249;0.0;"002-1-2-1-1-1-1-1-2";1;"Aprende Python desde cero";1;249.0;"";"";""
38087;"Procesando";"2021-06-27 19:21";2190;"Visa ending in 4371";0.0;299.0;0;0;299;1.73;"";1;"Conviertete en Analista de datos de cero a 100";1;299.0;"";"";""
38119;"Completado";"2021-06-28 15:59";3656;"Fraccionar pago";0.0;299.0;0;0;299;0.0;"008-1";1;"MYSQL: Analisis de datos avanzado";1;199.0;"";"";""
38122;"Procesando";"2021-07-01 9:06";2199;"Visa ending in 8946";0.0;299.0;0;0;299;1.73;"";1;"Conviertete en Analista de datos de cero a 100";1;299.0;"";"";""
38123;"Completado";"2021-07-01 12:49";2179;"Fraccionar pago";0.0;299.0;0;0;299;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
38124;"Procesando";"2021-07-02 19:28";4017;"MasterCard ending in 1708";0.0;299.0;0;0;299;1.73;"";1;"Conviertete en Analista de datos de cero a 100";1;299.0;"";"";""
38126;"Procesando";"2021-07-03 18:30";347;"MasterCard ending in 8513";0.0;299.0;0;0;299;1.73;"";1;"Conviertete en Analista de datos de cero a 100";1;299.0;"";"";""
38128;"Procesando";"2021-07-04 23:13";24;"MasterCard ending in 2802";0.0;299.0;0;0;299;1.73;"";1;"Conviertete en Analista de datos de cero a 100";1;299.0;"";"";""
38129;"Completado";"2021-07-05 16:44";617;"Pago con tarjeta";0.0;189.0;0;0;189;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
38130;"Completado";"2021-07-05 17:42";2998;"Pago con tarjeta";0.0;189.0;0;0;189;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
38164;"Completado";"2021-07-06 14:34";1320;"Pago con tarjeta";0.0;189.0;0;0;189;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
38165;"Completado";"2021-07-06 14:45";1303;"Pago con tarjeta";0.0;189.0;0;0;189;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
38173;"Completado";"2021-07-07 4:43";203;"Pago con tarjeta";0.0;299.0;0;0;299;0.0;"008-1";1;"MYSQL: Analisis de datos avanzado";1;199.0;"";"";""
38175;"Procesando";"2021-07-07 8:42";2454;"Visa ending in 1773";0.0;299.0;0;0;299;1.73;"";1;"Conviertete en Analista de datos de cero a 100";1;299.0;"";"";""
38179;"Completado";"2021-07-07 9:29";920;"Pago con tarjeta";0.0;189.0;0;0;189;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
38187;"Completado";"2021-07-07 11:34";919;"Pago con tarjeta";0.0;189.0;0;0;189;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
38199;"Completado";"2021-07-08 0:56";2666;"Stripe";0.0;199.0;0;0;199;0.0;"8";1;"MYSQL: Analisis de datos avanzado";1;199.0;"";"";""
38202;"Completado";"2021-07-09 8:21";2666;"Pago con tarjeta";0.0;189.0;0;0;189;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
38209;"Completado";"2021-07-09 9:12";2662;"Pago con tarjeta";0.0;189.0;0;0;189;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
38212;"Completado";"2021-07-09 9:27";3651;"Pago con tarjeta";0.0;189.0;0;0;189;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
38236;"Completado";"2021-07-09 11:55";2652;"Pago con tarjeta";0.0;29.0;0;0;29;0.0;"002-1-2-1-1-1-1-1-2-1";1;"Recursos gratis de un analista de datos";1;29.0;"";"";""
38237;"Completado";"2021-07-09 16:57";2658;"Pago con tarjeta";0.0;179.0;0;0;179;0.0;"2";1;"MYSQL: Administracion de bases de datos";1;149.0;"";"";""
38238;"Procesando";"2021-07-10 19:50";2659;"Visa ending in 9106";0.0;299.0;0;0;299;1.73;"";1;"Conviertete en Analista de datos de cero a 100";1;299.0;"";"";""
38240;"Completado";"2021-07-11 13:27";2638;"Pago con tarjeta";20.0;179.0;0;0;179;0.0;"2002-2-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"affiliate-credit-202204131500_2112";"20";"0"
38243;"Completado";"2021-07-11 16:43";466;"Pago con tarjeta";20.0;179.0;0;0;179;0.0;"2002-2-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"affiliate-credit-202204131500_2112";"20";"0"
38247;"Completado";"2021-07-11 21:46";463;"Pago con tarjeta";20.0;179.0;0;0;179;0.0;"2002-2-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"affiliate-credit-202204131500_2112";"20";"0"
38252;"Completado";"2021-07-12 4:39";461;"Pago con tarjeta";0.0;29.0;0;0;29;0.0;"002-1-2-1-1-1-1-1-2-1";1;"Recursos gratis de un analista de datos";1;29.0;"";"";""
38254;"Completado";"2021-07-12 8:20";462;"Stripe";20.0;179.0;0;0;179;0.0;"2002-2-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"affiliate-credit-202204131500_2112";"20";"0"
38256;"Completado";"2021-07-12 10:20";925;"Pago con tarjeta";20.0;179.0;0;0;179;0.0;"2002-2-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"affiliate-credit-202204131500_2112";"20";"0"
38257;"Procesando";"2021-07-12 10:58";1400;"Visa ending in 0006";0.0;299.0;0;0;299;1.73;"";1;"Conviertete en Analista de datos de cero a 100";1;299.0;"";"";""
38258;"Completado";"2021-07-12 12:04";2463;"Pago con tarjeta";0.0;199.0;0;0;199;0.0;"002-1-2-1-1-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
38259;"Completado";"2021-07-12 15:31";1130;"Pago con tarjeta";20.0;179.0;0;0;179;0.0;"2002-2-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"affiliate-credit-202204131500_2112";"20";"0"
38260;"Completado";"2021-07-12 15:44";306;"Pago con tarjeta";0.0;299.0;0;0;299;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
38261;"Completado";"2021-07-12 15:51";3814;"Pago con tarjeta";20.0;179.0;0;0;179;0.0;"2002-2-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"affiliate-credit-202204131500_2112";"20";"0"
38271;"Completado";"2021-07-12 16:20";4290;"Pago con tarjeta";20.0;179.0;0;0;179;0.0;"2002-2-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"affiliate-credit-202204131500_2112";"20";"0"
38295;"Completado";"2021-07-12 21:28";4472;"Pago con tarjeta";20.0;179.0;0;0;179;0.0;"2002-2-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"affiliate-credit-202204131500_2112";"20";"0"
38296;"Completado";"2021-07-12 22:00";2337;"Pago con tarjeta";0.0;29.0;0;0;29;0.0;"002-1-2-1-1-1-1-1-2-1";1;"Recursos gratis de un analista de datos";1;29.0;"";"";""
38297;"Completado";"2021-07-13 1:00";90;"Fraccionar pago";0.0;299.0;0;0;299;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
38393;"Completado";"2021-07-13 8:57";96;"Fraccionar pago";0.0;349.0;0;0;349;0.0;"2002-2-3";1;"MYSQL: Administracion de bases de datos";1;149.0;"";"";""
38420;"Completado";"2021-07-13 11:39";1929;"Pago con tarjeta";0.0;29.0;0;0;29;0.0;"002-1-2-1-1-1-1-1-2-1";1;"Recursos gratis de un analista de datos";1;29.0;"";"";""
38421;"Completado";"2021-07-13 11:56";586;"Stripe";20.0;179.0;0;0;179;0.0;"2002-2-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"affiliate-credit-202204131500_2112";"20";"0"
38459;"Completado";"2021-07-13 18:59";590;"Stripe";0.0;199.0;0;0;199;0.0;"2002-1-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
38477;"Completado";"2021-07-13 20:57";589;"Fraccionar pago";0.0;669.0;0;0;669;0.0;"8";1;"MYSQL: Analisis de datos avanzado";1;199.0;"";"";""
38487;"Completado";"2021-07-14 2:57";713;"Tarjeta de credito (Stripe)";0.0;249.0;0;0;249;0.0;"002-1-2-1-1-1-1-1";1;"Aprende Python desde cero";1;249.0;"";"";""
38488;"Procesando";"2021-07-14 8:15";1892;"MasterCard ending in 1902";0.0;299.0;0;0;299;1.73;"";1;"Conviertete en Analista de datos de cero a 100";1;299.0;"";"";""
38489;"Completado";"2021-07-14 8:19";1929;"Pago con tarjeta";0.0;189.0;0;0;189;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
38490;"Completado";"2021-07-14 8:46";4489;"Stripe";0.0;249.0;0;0;249;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
38491;"Completado";"2021-07-14 9:47";4443;"Pago con tarjeta";0.0;189.0;0;0;189;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
38492;"Completado";"2021-07-14 11:00";1859;"Pago con tarjeta";0.0;249.0;0;0;249;0.0;"002-1-2-1-1-1-1-1-2";1;"Aprende Python desde cero";1;249.0;"";"";""
38493;"Completado";"2021-07-14 11:07";3431;"Pago con tarjeta";20.0;179.0;0;0;179;0.0;"2002-2-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"affiliate-credit-202204131500_2112";"20";"0"
38494;"Completado";"2021-07-14 14:16";2565;"Pago con tarjeta";20.0;179.0;0;0;179;0.0;"2002-2-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"affiliate-credit-202204131500_2112";"20";"0"
38496;"Completado";"2021-07-14 16:38";473;"Tarjeta de credito (Stripe)";0.0;249.0;0;0;249;0.0;"002-1-2-1";1;"Aprende Python desde cero";1;249.0;"";"";""
38499;"Procesando";"2021-07-15 10:54";2717;"MasterCard ending in 6701";0.0;299.0;0;0;299;1.73;"";1;"Conviertete en Analista de datos de cero a 100";1;299.0;"";"";""
38500;"Completado";"2021-07-15 12:35";4412;"Stripe";0.0;249.0;0;0;249;0.0;"002-1-2-1-1-1-1-1-2";1;"Aprende Python desde cero";1;249.0;"";"";""
38501;"Completado";"2021-07-15 13:18";374;"Stripe";0.0;199.0;0;0;199;0.0;"002-1-2-1-1-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
38502;"Procesando";"2021-07-15 21:04";108;"Redsys";0.0;399.0;0;0;399;69.25;"7";1;"MYSQL: Analisis de datos avanzado";1;199.0;"";"";""
38503;"Completado";"2021-07-16 10:26";757;"Pago con tarjeta";0.0;249.0;0;0;249;0.0;"002-1-2-1-1-1-1-1";1;"Aprende Python desde cero";1;249.0;"";"";""
38505;"Completado";"2021-07-16 22:13";2229;"Pago con tarjeta";0.0;189.0;0;0;189;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
38506;"Completado";"2021-07-17 16:11";3390;"Tarjeta de credito (Stripe)";20.0;179.0;0;0;179;0.0;"2002-2-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"affiliate-credit-202204131500_2112";"20";"0"
38508;"Completado";"2021-07-17 21:02";2586;"Stripe";0.0;199.0;0;0;199;0.0;"002-2-1-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
38509;"Completado";"2021-07-18 11:39";1528;"Tarjeta de credito (Stripe)";20.0;179.0;0;0;179;0.0;"2002-2-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"affiliate-credit-202204131500_2112";"20";"0"
38511;"Completado";"2021-07-18 17:42";2596;"Pago con tarjeta";20.0;179.0;0;0;179;0.0;"2002-2-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"affiliate-credit-202204131500_2112";"20";"0"
38512;"Completado";"2021-07-19 11:38";428;"Pago con tarjeta";0.0;299.0;0;0;299;0.0;"008-2";1;"MYSQL: Analisis de datos avanzado";1;199.0;"";"";""
38514;"Procesando";"2021-07-19 14:53";1135;"Visa ending in 8097";0.0;299.0;0;0;299;1.73;"";1;"Conviertete en Analista de datos de cero a 100";1;299.0;"";"";""
38516;"Completado";"2021-07-19 18:07";2318;"Tarjeta de credito (Stripe)";0.0;299.0;0;0;299;0.0;"6";1;"Conviertete en Analista de datos de cero a 100";1;299.0;"";"";""
38517;"Completado";"2021-07-20 11:41";1864;"Stripe";0.0;199.0;0;0;199;0.0;"2002-2-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
38529;"Completado";"2021-07-20 17:06";2805;"Pago con tarjeta";0.0;199.0;0;0;199;0.0;"2002-2-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
38530;"Completado";"2021-07-21 7:25";1492;"Stripe";0.0;199.0;0;0;199;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
38534;"Completado";"2021-07-21 12:21";3982;"Stripe";0.0;249.0;0;0;249;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
38577;"Procesando";"2021-07-22 16:13";1904;"";20.0;179.0;0;0;179;0.0;"2002-1-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"affiliate-credit-202204131500_2112";"20";"0"
38579;"Completado";"2021-07-22 16:17";930;"Pago con tarjeta";0.0;299.0;0;0;299;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
38580;"Completado";"2021-07-22 21:12";869;"Pago con tarjeta";0.0;199.0;0;0;199;0.0;"2002-1-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
38581;"Completado";"2021-07-23 9:42";1138;"Stripe";30.0;169.0;0;0;169;0.0;"008-1";1;"MYSQL: Analisis de datos avanzado";1;199.0;"affiliate-credit-202204231515_470";"30";"0"
38582;"Completado";"2021-07-23 10:09";1095;"Stripe";0.0;249.0;0;0;249;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
38584;"Completado";"2021-07-23 14:49";962;"Pago con tarjeta";20.0;179.0;0;0;179;0.0;"002-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"affiliate-credit-202204131500_2112";"20";"0"
38586;"Procesando";"2021-07-24 12:11";1081;"Visa ending in 0908";0.0;299.0;0;0;299;1.73;"";1;"Conviertete en Analista de datos de cero a 100";1;299.0;"";"";""
38588;"Completado";"2021-07-25 19:22";3748;"Pago con tarjeta";0.0;189.0;0;0;189;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
38618;"Completado";"2021-07-27 14:26";63;"Pago con tarjeta";0.0;189.0;0;0;189;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
38619;"Completado";"2021-07-27 17:04";3382;"Pago con tarjeta";0.0;199.0;0;0;199;0.0;"2002-2-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
38620;"Procesando";"2021-07-27 19:21";631;"Visa ending in 4371";0.0;299.0;0;0;299;1.73;"";1;"Conviertete en Analista de datos de cero a 100";1;299.0;"";"";""
38621;"Procesando";"2021-07-28 7:13";4412;"Visa ending in 0189";0.0;299.0;0;0;299;1.73;"";1;"Conviertete en Analista de datos de cero a 100";1;299.0;"";"";""
38648;"Completado";"2021-07-28 15:50";1828;"Pago con tarjeta";30.0;169.0;0;0;169;0.0;"008-2";1;"MYSQL: Analisis de datos avanzado";1;199.0;"affiliate-credit-202204231515_470";"30";"0"
38651;"Completado";"2021-07-29 13:06";1816;"Pago con tarjeta";0.0;699.0;0;0;699;0.0;"8";1;"MYSQL: Analisis de datos avanzado";1;199.0;"";"";""
38666;"Completado";"2021-07-31 14:57";937;"Stripe";0.0;249.0;0;0;249;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
38667;"Completado";"2021-07-31 15:04";1840;"Pago con tarjeta";0.0;189.0;0;0;189;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
38668;"Completado";"2021-07-31 15:37";1834;"Stripe";0.0;199.0;0;0;199;0.0;"2002-2-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
38669;"Procesando";"2021-08-01 9:06";3131;"Visa ending in 8946";0.0;299.0;0;0;299;1.73;"";1;"Conviertete en Analista de datos de cero a 100";1;299.0;"";"";""
38670;"Completado";"2021-08-01 10:27";1812;"Pago con tarjeta";0.0;199.0;0;0;199;0.0;"002-1-2-1-1-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
38671;"Completado";"2021-08-01 16:55";1838;"Stripe";0.0;199.0;0;0;199;0.0;"002-1-2-1-1-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
38672;"Completado";"2021-08-01 17:17";1291;"Pago con tarjeta";0.0;199.0;0;0;199;0.0;"002-1-2-1-1-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
38673;"Completado";"2021-08-01 21:32";1294;"Stripe";0.0;249.0;0;0;249;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
38674;"Procesando";"2021-08-02 7:32";1285;"Visa ending in 6063";0.0;299.0;0;0;299;1.73;"";1;"Conviertete en Analista de datos de cero a 100";1;299.0;"";"";""
38676;"Completado";"2021-08-02 7:43";1649;"Pago con tarjeta";0.0;299.0;0;0;299;0.0;"6";1;"Conviertete en Analista de datos de cero a 100";1;299.0;"";"";""
38677;"Procesando";"2021-08-02 9:19";740;"MasterCard ending in 6330";0.0;299.0;0;0;299;1.73;"";1;"Conviertete en Analista de datos de cero a 100";1;299.0;"";"";""
38679;"Completado";"2021-08-02 15:49";937;"Pago con tarjeta";0.0;249.0;0;0;249;0.0;"001-2-1-1";1;"Aprende Python desde cero";1;249.0;"";"";""
38680;"Completado";"2021-08-02 16:37";728;"Pago con tarjeta";0.0;199.0;0;0;199;0.0;"002-1-2-1-1-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
38681;"Completado";"2021-08-02 16:46";1843;"Pago con tarjeta";0.0;199.0;0;0;199;0.0;"002-1-2-1-1-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
38694;"Completado";"2021-08-02 19:52";1400;"Pago con tarjeta";0.0;249.0;0;0;249;0.0;"001-2-1-1";1;"Aprende Python desde cero";1;249.0;"";"";""
38726;"Completado";"2021-08-03 8:14";2759;"Pago con tarjeta";0.0;199.0;0;0;199;0.0;"002-1-2-1-1-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
38743;"Completado";"2021-08-03 12:13";753;"Pago con tarjeta";0.0;249.0;0;0;249;0.0;"001-2-1-1";1;"Aprende Python desde cero";1;249.0;"";"";""
38753;"Completado";"2021-08-03 17:44";3855;"Tarjeta de credito (Stripe)";0.0;8236.0;0;0;8236;0.0;"2002-2-3";1;"MYSQL: Administracion de bases de datos";1;149.0;"";"";""
38754;"Procesando";"2021-08-03 18:31";2782;"MasterCard ending in 8513";0.0;299.0;0;0;299;1.73;"";1;"Conviertete en Analista de datos de cero a 100";1;299.0;"";"";""
38755;"Completado";"2021-08-03 21:57";2164;"Pago con tarjeta";0.0;249.0;0;0;249;0.0;"001-2-1-1";1;"Aprende Python desde cero";1;249.0;"";"";""
38756;"Completado";"2021-08-04 6:11";340;"Stripe";0.0;249.0;0;0;249;0.0;"001-2-1-1";1;"Aprende Python desde cero";1;249.0;"";"";""
38760;"Completado";"2021-08-04 16:46";2173;"Pago con tarjeta";0.0;199.0;0;0;199;0.0;"2002-2-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
38761;"Completado";"2021-08-04 17:38";3823;"Pago con tarjeta";0.0;189.0;0;0;189;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
38762;"Procesando";"2021-08-04 23:13";2100;"MasterCard ending in 2802";0.0;299.0;0;0;299;1.73;"";1;"Conviertete en Analista de datos de cero a 100";1;299.0;"";"";""
38771;"Completado";"2021-08-05 14:32";2139;"Pago con tarjeta";0.0;299.0;0;0;299;0.0;"008-1";1;"MYSQL: Analisis de datos avanzado";1;199.0;"";"";""
38784;"Completado";"2021-08-06 13:14";2652;"Redsys";30.0;169.0;0;0;169;0.0;"7";1;"MYSQL: Analisis de datos avanzado";1;199.0;"affiliate-credit-202204231515_470";"30";"0"
38785;"Completado";"2021-08-06 14:37";4429;"Stripe";20.0;129.0;0;0;129;0.0;"2";1;"MYSQL: Administracion de bases de datos";1;149.0;"affiliate-credit-202204091327_2768";"20";"0"
38786;"Procesando";"2021-08-07 8:43";2103;"Visa ending in 1773";0.0;299.0;0;0;299;1.73;"";1;"Conviertete en Analista de datos de cero a 100";1;299.0;"";"";""
38788;"Completado";"2021-08-07 10:10";343;"Pago con tarjeta";20.0;229.0;0;0;229;0.0;"1";1;"Aprende Python desde cero";1;249.0;"affiliate-credit-202204070840_2532";"20";"0"
38789;"Completado";"2021-08-07 17:02";327;"Pago con tarjeta";0.0;179.0;0;0;179;0.0;"2";1;"MYSQL: Administracion de bases de datos";1;149.0;"";"";""
38792;"Completado";"2021-08-08 17:08";345;"Pago con tarjeta";0.0;199.0;0;0;199;0.0;"2002-2-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
38794;"Completado";"2021-08-09 9:40";1581;"";20.0;179.0;0;0;179;0.0;"2002-1-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"affiliate-credit-202204131500_2112";"20";"0"
38796;"Completado";"2021-08-09 19:52";1875;"Fraccionar pago";0.0;299.0;0;0;299;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
38797;"Completado";"2021-08-09 21:52";222;"Stripe";20.0;229.0;0;0;229;0.0;"1";1;"Aprende Python desde cero";1;249.0;"affiliate-credit-202204070840_2532";"20";"0"
38798;"Completado";"2021-08-09 23:23";917;"Tarjeta de credito (Stripe)";0.0;4696.0;0;0;4696;0.0;"3";1;"MYSQL: Analisis de datos avanzado";1;199.0;"";"";""
38826;"Completado";"2021-08-10 17:42";930;"Pago con tarjeta";0.0;199.0;0;0;199;0.0;"2002-2-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
38827;"Completado";"2021-08-10 17:49";915;"Pago con tarjeta";30.0;169.0;0;0;169;0.0;"002-2-1-1";1;"MYSQL: Analisis de datos avanzado";1;199.0;"affiliate-credit-202204231515_470";"30";"0"
38828;"Completado";"2021-08-10 18:45";908;"Tarjeta de credito (Stripe)";0.0;356.0;0;0;356;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
38829;"Procesando";"2021-08-10 19:50";911;"Visa ending in 9106";0.0;299.0;0;0;299;1.73;"";1;"Conviertete en Analista de datos de cero a 100";1;299.0;"";"";""
38830;"Completado";"2021-08-11 9:07";2632;"Pago con tarjeta";0.0;299.0;0;0;299;0.0;"008-2";1;"MYSQL: Analisis de datos avanzado";1;199.0;"";"";""
38837;"Procesando";"2021-08-12 11:00";2624;"Visa ending in 0006";0.0;299.0;0;0;299;1.73;"";1;"Conviertete en Analista de datos de cero a 100";1;299.0;"";"";""
38838;"Completado";"2021-08-12 11:08";2412;"Pago con tarjeta";0.0;189.0;0;0;189;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
38840;"Completado";"2021-08-12 20:51";2334;"Pago con tarjeta";0.0;29.0;0;0;29;0.0;"002-1-2-1-1-1-1-1-2-1";1;"Recursos gratis de un analista de datos";1;29.0;"";"";""
38859;"Completado";"2021-08-13 10:31";4344;"Stripe";0.0;249.0;0;0;249;0.0;"002-1-2-1-1-1-1-1";1;"Aprende Python desde cero";1;249.0;"";"";""
38861;"Procesando";"2021-08-14 8:16";2617;"MasterCard ending in 1902";0.0;299.0;0;0;299;1.73;"";1;"Conviertete en Analista de datos de cero a 100";1;299.0;"";"";""
38862;"Completado";"2021-08-14 16:53";2740;"Tarjeta de credito (Stripe)";0.0;249.0;0;0;249;0.0;"002-1-2-1";1;"Aprende Python desde cero";1;249.0;"";"";""
38864;"Procesando";"2021-08-15 10:56";925;"MasterCard ending in 6701";0.0;299.0;0;0;299;1.73;"";1;"Conviertete en Analista de datos de cero a 100";1;299.0;"";"";""
38865;"Completado";"2021-08-15 18:18";4178;"Pago con tarjeta";0.0;199.0;0;0;199;0.0;"2002-2-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
38866;"Completado";"2021-08-15 22:48";14;"Tarjeta de credito (Stripe)";0.0;249.0;0;0;249;0.0;"002-1-2-1-1-1-1-1";1;"Aprende Python desde cero";1;249.0;"";"";""
38867;"Procesando";"2021-08-16 13:43";2631;"Visa ending in 8434";0.0;299.0;0;0;299;1.73;"";1;"Conviertete en Analista de datos de cero a 100";1;299.0;"";"";""
38872;"Completado";"2021-08-16 20:02";2646;"Pago con tarjeta";0.0;299.0;0;0;299;0.0;"008-2";1;"MYSQL: Analisis de datos avanzado";1;199.0;"";"";""
38873;"Completado";"2021-08-17 20:44";2618;"Pago con tarjeta";20.0;129.0;0;0;129;0.0;"2";1;"MYSQL: Administracion de bases de datos";1;149.0;"affiliate-credit-202204091327_2768";"20";"0"
